id,text,favorites,retweets,date,tweet_datetime,date_part,time_part,hour,year,month,topic,compound,datetime_15mins_after,price_15mins_after,price_now,15mins_price_diff_abs,15mins_price_diff_perc
9.3534e+17,thank rand,42793,9125,2017-11-28 02:50:00,2017-11-28 10:50:00,2017-11-28,10:50:00,10,2017,11,1,0.4199,2017-11-28 11:05:00,261.15,261.1,0.049999999999954525,0.0001914975105321889
8.99798e+17,join live fort myer arlington virginia,36009,4891,2017-08-22 01:00:00,2017-08-22 09:00:00,2017-08-22,09:00:00,9,2017,8,2,0.29600000000000004,2017-08-22 09:15:00,243.63,243.67,-0.03999999999999204,-0.00016415644108832455
8.9397e+17,thank nicole,43367,8275,2017-05-08 23:01:00,2017-05-09 07:01:00,2017-05-09,07:01:00,7,2017,5,6,0.4199,2017-05-09 07:16:00,239.94,239.875,0.06499999999999773,0.0002709744658676299
8.81977e+17,thank shawn steel nice word,50956,7465,2017-03-07 20:44:00,2017-03-08 04:44:00,2017-03-08,04:44:00,4,2017,3,3,0.6486,2017-03-08 04:59:00,236.915,236.88,0.03499999999999659,0.00014775413711582485
8.77846e+17,great night iowa special people thank,56446,8039,2017-06-22 11:11:00,2017-06-22 19:11:00,2017-06-22,19:11:00,19,2017,6,6,0.8622,2017-06-22 19:26:00,242.8933333333333,242.88,0.013333333333292785,5.4896794027061865e-05
8.78725e+17,make america great,134210,36346,2017-06-24 21:23:00,2017-06-25 05:23:00,2017-06-25,05:23:00,5,2017,6,2,0.6588,2017-06-25 05:38:00,243.32219047619046,243.32076190476192,0.001428571428533587,5.871144810457003e-06
8.74084e+17,daughter ivanka tomorrow morning enjoy,50169,6877,2017-12-06 02:02:00,2017-12-06 10:02:00,2017-12-06,10:02:00,10,2017,12,0,0.5411,2017-12-06 10:17:00,262.97,263.475,-0.5049999999999955,-0.0019166903880823434
8.60089e+17,congratulation unbelievable rating hike,31683,5238,2017-04-05 11:07:00,2017-04-05 19:07:00,2017-04-05,19:07:00,19,2017,4,8,0.6908,2017-04-05 19:22:00,234.54,234.57,-0.030000000000001137,-0.00012789359253101906
8.52985e+17,weekly address,28250,5616,2017-04-14 20:41:00,2017-04-15 04:41:00,2017-04-15,04:41:00,4,2017,4,3,0.0,2017-04-15 04:56:00,232.5058833333333,232.5059145833333,-3.125000000636646e-05,-1.3440518303531603e-07
8.32375e+17,trump sign bill undoing obama coal mining rule,79427,15157,2017-02-16 23:44:00,2017-02-17 07:44:00,2017-02-17,07:44:00,7,2017,2,1,0.0,2017-02-17 07:59:00,234.2,234.22,-0.020000000000010232,-8.538980445739148e-05
1.0651e+18,america first,157446,34373,2018-11-21 04:40:00,2018-11-21 12:40:00,2018-11-21,12:40:00,12,2018,11,2,0.0,2018-11-21 12:55:00,266.779,266.5,0.27899999999999636,0.0010469043151969844
1.05848e+18,job job job,50814,12836,2018-02-11 22:14:00,2018-02-12 06:14:00,2018-02-12,06:14:00,6,2018,2,5,0.0,2018-02-12 06:29:00,264.74,264.67,0.06999999999999318,0.000264480296217906
1.05087e+18,,39087,8232,2018-12-10 22:02:00,2018-12-11 06:02:00,2018-12-11,06:02:00,6,2018,12,6,0.0,2018-12-11 06:17:00,265.86,265.62,0.2400000000000091,0.0009035464196973462
1.0462e+18,,54237,12617,2018-09-30 00:51:00,2018-09-30 08:51:00,2018-09-30,08:51:00,8,2018,9,6,0.0,2018-09-30 09:06:00,291.707125,291.7004732142857,0.006651785714325342,2.2803479339709135e-05
1.04106e+18,thank,30020,5917,2018-09-15 20:26:00,2018-09-16 04:26:00,2018-09-16,04:26:00,4,2018,9,6,0.4199,2018-09-16 04:41:00,290.65822023809517,290.6599166666667,-0.0016964285715062033,-5.836472365922041e-06
